Title,MPAA Rating,Budget,Gross,Release Date,Genre,Runtime,Rating,Rating Count,Summary,Net Profit,ROI
National Treasure: Book of Secrets,PG,130000000.0,457363168.0,2007-12-13,Mystery,124.0,6.5,208233.0,Benjamin Gates must follow a clue left in John Wilkes Booths diary to prove his ancestors innocence in the assassination of Abraham Lincoln.,327363168.0,2.5181782153846153
Rush Hour 3,PG-13,140000000.0,258022233.0,2007-08-08,Comedy,91.0,6.2,144312.0,"After an attempted assassination on Ambassador Han, Lee and Carter head to Paris to protect a French woman with knowledge of the Triads secret leaders.",118022233.0,0.84301595
Ratatouille,G,150000000.0,623722818.0,2007-06-22,Animation,111.0,8.0,594171.0,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.,473722818.0,3.15815212
Transformers,PG-13,150000000.0,709709780.0,2007-06-27,Action,144.0,7.0,575579.0,"An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.",559709780.0,3.7313985333333335
Harry Potter and the Order of the Phoenix,PG-13,150000000.0,938212738.0,2007-06-28,Fantasy,138.0,7.5,465046.0,"With their warning about Lord Voldemorts return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.",788212738.0,5.254751586666667
I Am Legend,PG-13,150000000.0,585349010.0,2007-12-14,Drama,101.0,7.2,645359.0,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",435349010.0,2.902326733333333
Shrek the Third,PG,160000000.0,798958165.0,2007-05-17,Animation,93.0,6.0,261818.0,"When his new father-in-law, King Harold falls ill, Shrek is looked at as the heir to the land of Far, Far Away. Not one to give up his beloved swamp, Shrek recruits his friends Donkey and Puss in Boots to install the rebellious Artie as the new king. Princess Fiona, however, rallies a band of royal girlfriends to fend off a coup detat by the jilted Prince Charming.",638958165.0,3.99348853125
Spider-Man 3,PG-13,258000000.0,890871626.0,2007-05-01,Action,139.0,6.2,470900.0,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",632871626.0,2.4529907984496124
Pirates of the Caribbean: At World's End,PG-13,300000000.0,961000000.0,2007-05-19,Adventure,169.0,7.1,565402.0,"Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.",661000000.0,2.203333333333333
Slumdog Millionaire,R,15000000.0,377910544.0,2008-05-12,Drama,120.0,8.0,758215.0,A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of Who Wants to be a Millionaire?,362910544.0,24.194036266666668
Gran Torino,R,33000000.0,269958228.0,2008-12-09,Drama,116.0,8.1,681249.0,"Disgruntled Korean War veteran Walt Kowalski (Clint Eastwood) sets out to reform his neighbor, Thao Lor (Bee Vang), a Hmong teenager who tried to steal Kowalskis prized possession: a 1972 Gran Torino.",236958228.0,7.180552363636363
Twilight,PG-13,37000000.0,392616625.0,2008-11-20,Romance,122.0,5.2,400765.0,"Bella Swan moves to Forks and encounters Edward Cullen, a gorgeous boy with a secret.",355616625.0,9.611260135135135
Mamma Mia!,PG-13,52000000.0,609841637.0,2008-07-03,Romance,108.0,6.4,198801.0,The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA.,557841637.0,10.727723788461539
Marley and Me,PG,60000000.0,247800000.0,2008-12-25,Drama,115.0,4.7,252223.0,,187800000.0,3.13
Sex and the City,R,65000000.0,415252786.0,2008-05-12,Drama,145.0,5.6,111683.0,A New York City writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,350252786.0,5.3885044
Wanted,R,75000000.0,258270008.0,2008-06-19,Crime,110.0,6.7,345360.0,A frustrated office worker learns that he is the son of a professional assassin and that he shares his fathers superhuman killing abilities.,183270008.0,2.4436001066666666
Get Smart,PG-13,80000000.0,230685453.0,2008-06-19,Comedy,110.0,6.5,192963.0,"Maxwell Smart, a highly intellectual but bumbling spy working for the CONTROL agency, is tasked with preventing a terrorist attack from rival spy agency KAOS.",150685453.0,1.8835681625
Horton Hears a Who!,G,85000000.0,297138014.0,2008-03-03,Animation,88.0,6.8,123219.0,Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.,212138014.0,2.4957413411764704
Kung Fu Panda,PG,130000000.0,631744560.0,2008-06-04,Animation,90.0,7.5,390478.0,"The Dragon Warrior has to clash against the savage Tai Lung as Chinas fate hangs in the balance. However, the Dragon Warrior mantle is supposedly mistaken to be bestowed upon an obese panda who is a novice in martial arts.",501744560.0,3.8595735384615386
Iron Man,PG-13,140000000.0,585174222.0,2008-04-30,Action,126.0,7.9,885440.0,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",445174222.0,3.1798158714285716
The Incredible Hulk,PG-13,150000000.0,163712074.0,2008-06-12,Action,114.0,6.7,410953.0,"Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he turns into, whenever he loses his temper.",13712074.0,0.09141382666666667
Hancock,PG-13,150000000.0,624029371.0,2008-07-01,Fantasy,92.0,6.4,420160.0,Hancock is a superhero whose ill considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,474029371.0,3.1601958066666667
Madagascar: Escape 2 Africa,PG,150000000.0,603900354.0,2008-10-30,Animation,89.0,6.6,189290.0,"The Madagascar animals fly back to New York City, but crash-land on an African nature reserve, where they meet others of their own kind, and Alex especially discovers his royal heritage as prince of a lion pride.",453900354.0,3.02600236
The Curious Case of Benjamin Button,PG-13,150000000.0,333932083.0,2008-11-24,Mystery,166.0,7.8,549809.0,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",183932083.0,1.2262138866666668
WALL-E,G,180000000.0,533300000.0,2008-06-23,Animation,97.0,7.6,429384.0,,353300000.0,1.9627777777777777
Indiana Jones and the Kingdom of the Crystal Skull,PG-13,185000000.0,786636033.0,2008-05-21,Adventure,122.0,6.1,400210.0,"In 1957, archaeologist and adventurer Dr. Henry Indiana Jones, Jr. is called back into action and becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.",601636033.0,3.2520866648648648
The Dark Knight,PG-13,185000000.0,1004558444.0,2008-07-16,Action,152.0,9.0,2127228.0,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman must accept one of the greatest psychological and physical tests of his ability to fight injustice.",819558444.0,4.430045643243243
Quantum of Solace,PG-13,200000000.0,586090727.0,2008-10-30,Action,106.0,6.6,382597.0,James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a countrys most valuable resource.,386090727.0,1.930453635
The Chronicles of Narnia: Prince Caspian,PG,225000000.0,419651413.0,2008-05-15,Fantasy,150.0,6.5,182624.0,"The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the lands throne, Prince Caspian.",194651413.0,0.8651173911111111
Taken,PG-13,25000000.0,226800000.0,2009-01-30,Thriller,90.0,7.6,473121.0,,201800000.0,8.072
Paul Blart: Mall Cop,PG,26000000.0,183293131.0,2009-01-15,Comedy,91.0,5.2,97379.0,"When a shopping mall is taken over by a gang of organized crooks, its up to a mild-mannered security guard to save the day.",157293131.0,6.049735807692308
The Blind Side,R,29000000.0,309208309.0,2009-11-20,Drama,129.0,7.6,272556.0,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.",280208309.0,9.66235548275862
The Hangover,R,35000000.0,459270619.0,2009-06-05,Comedy,100.0,7.7,681246.0,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",424270619.0,12.122017685714285
The Proposal,PG-13,40000000.0,317375031.0,2009-06-01,Romance,108.0,6.7,277605.0,A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.,277375031.0,6.934375775
The Twilight Saga: New Moon,PG-13,50000000.0,709827462.0,2009-03-15,Romance,130.0,4.7,252223.0,"Edward leaves Bella after an attack that nearly claimed her life, and, in her depression, she falls into yet another difficult relationship - this time with her close friend, Jacob Black.",659827462.0,13.19654924
Alvin and the Chipmunks: The Squeakquel,PG,75000000.0,443140005.0,2009-12-21,Family,88.0,4.5,40285.0,"The world famous singing pre-teen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.",368140005.0,4.9085334
Fast and Furious,PG-13,85000000.0,363200000.0,2009-04-03,Thriller,107.0,8.8,1888105.0,,278200000.0,3.2729411764705882
Ice Age: Dawn of the Dinosaurs,PG,90000000.0,886686817.0,2009-06-29,Animation,94.0,6.9,208859.0,"When Sids attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him.",796686817.0,8.852075744444445
Sherlock Holmes,PG-13,90000000.0,524028679.0,2009-12-23,Mystery,128.0,7.6,556227.0,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,434028679.0,4.822540877777778
X-Men Origins: Wolverine,PG-13,150000000.0,373062864.0,2009-04-28,Action,107.0,6.6,445334.0,"The early years of James Logan, featuring his rivalry with his brother Victor Creed, his service in the special forces team Weapon X, and his experimentation into the metal-lined mutant Wolverine.",223062864.0,1.48708576
Star Trek,PG-13,150000000.0,385680446.0,2009-05-06,Science Fiction,127.0,7.9,561041.0,The brash James T. Kirk tries to live up to his fathers legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,235680446.0,1.5712029733333333
Night at the Museum: Battle of the Smithsonian,PG,150000000.0,413106170.0,2009-05-20,Family,105.0,6.0,164438.0,"Security guard Larry Daley infiltrates the Smithsonian Institution in order to rescue Jedediah and Octavius, who have been shipped to the museum by mistake.",263106170.0,1.7540411333333332
Transformers: Revenge of the Fallen,PG-13,150000000.0,836297228.0,2009-06-19,Action,150.0,6.0,369460.0,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers war.",686297228.0,4.575314853333333
Monsters vs Aliens,PG,175000000.0,381509870.0,2009-03-19,Animation,94.0,7.7,374981.0,,206509870.0,1.1800564
Up,PG,175000000.0,735099082.0,2009-05-13,Animation,96.0,8.2,867393.0,"Seventy-eight year old Carl Fredricksen travels to Paradise Falls in his home equipped with balloons, inadvertently taking a young stowaway.",560099082.0,3.200566182857143
G.I. Joe: The Rise of Cobra,PG-13,175000000.0,302469017.0,2009-08-04,Action,118.0,5.8,192848.0,"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.",127469017.0,0.7283943828571429
2012,PG-13,200000000.0,769653595.0,2009-10-10,Adventure,158.0,4.3,28949.0,,569653595.0,2.848267975
Avatar,PG-13,237000000.0,2787965087.0,2009-12-10,Adventure,162.0,7.8,1064378.0,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,2550965087.0,10.763565767932489
Harry Potter and the Half-Blood Prince,PG,250000000.0,933959197.0,2009-07-07,Fantasy,153.0,7.6,429384.0,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as the property of the Half-Blood Prince and begins to learn more about Lord Voldemorts dark past.",683959197.0,2.735836788
The King's Speech,R,15000000.0,414211549.0,2010-09-06,Drama,118.0,8.0,603556.0,"The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer.",399211549.0,26.614103266666667
True Grit,PG-13,38000000.0,252276927.0,2010-12-22,Western,110.0,7.6,289841.0,A stubborn teenager enlists the help of a tough U.S. Marshal to track down her fathers murderer.,214276927.0,5.6388665
The Karate Kid,PG,40000000.0,357852395.0,2010-06-10,Action,140.0,6.2,149538.0,"Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master.",317852395.0,7.946309875
The Twilight Saga: Eclipse,PG-13,68000000.0,698491347.0,2010-06-23,Romance,124.0,5.0,215110.0,"As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",630491347.0,9.271931573529411
Despicable Me,PG,69000000.0,543513985.0,2010-07-08,Animation,95.0,7.6,473121.0,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",474513985.0,6.877014275362319
Shutter Island,R,80000000.0,294804195.0,2010-02-18,Drama,138.0,8.1,1033626.0,"In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.",214804195.0,2.6850524375
Grown Ups,PG-13,80000000.0,271430189.0,2010-06-24,Comedy,102.0,5.9,214850.0,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",191430189.0,2.3928773625
Little Fockers,PG-13,100000000.0,310650585.0,2010-12-21,Comedy,98.0,5.5,100845.0,"Family-patriarch Jack Byrnes wants to appoint a successor. Does his son-in-law, the male nurse Greg Focker, have what it takes?",210650585.0,2.10650585
Clash of the Titans,PG-13,125000000.0,493200000.0,2010-04-02,Thriller,108.0,5.8,260054.0,"Perseus demigod, son of Zeus, battles the minions of the underworld to stop them from conquering heaven and earth.",368200000.0,2.9456
Megamind,PG,130000000.0,321887208.0,2010-10-28,Animation,95.0,7.2,212563.0,"The supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",191887208.0,1.4760554461538462
The Last Airbender,PG,150000000.0,318502923.0,2010-06-30,Adventure,103.0,4.1,139750.0,"Follows the adventures of Aang, a young successor to a long line of Avatars, who must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom.",168502923.0,1.12335282
Inception,PG-13,160000000.0,825532764.0,2010-07-14,Action,148.0,8.8,1888105.0,A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O.,665532764.0,4.159579775
How to Train Your Dragon,PG,165000000.0,494878759.0,2010-03-05,Animation,98.0,8.1,624128.0,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",329878759.0,1.999265206060606
Shrek Forever After,PG,165000000.0,752600867.0,2010-05-16,Animation,93.0,6.3,171513.0,Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpel rules supreme.,587600867.0,3.561217375757576
Tron Legacy,PG,170000000.0,400000000.0,2010-12-17,Science Fiction,125.0,6.9,545814.0,,230000000.0,1.3529411764705883
Alice in Wonderland,PG,200000000.0,1025491110.0,2010-03-03,Fantasy,108.0,6.4,364339.0,"Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queens reign of terror.",825491110.0,4.12745555
Iron Man 2,PG-13,200000000.0,623933331.0,2010-04-28,Action,124.0,7.0,675501.0,"With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his fathers legacy.",423933331.0,2.119666655
Toy Story 3,G,200000000.0,1066969703.0,2010-06-16,Animation,103.0,8.3,705408.0,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and its up to Woody to convince the other toys that they werent abandoned and to return home.",866969703.0,4.334848515
Harry Potter and the Deathly Hallows: Part 1,PG-13,250000000.0,954305868.0,2010-10-17,Fantasy,146.0,7.7,436403.0,"As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.",704305868.0,2.817223472
Tangled,PG,260000000.0,591794936.0,2010-11-24,Animation,100.0,7.7,374981.0,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",331794936.0,1.2761343692307692
The Help,PG-13,25000000.0,124272124.0,2011-08-09,Drama,146.0,8.1,399843.0,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids point of view on the white families for which they work, and the hardships they go through on a daily basis.",99272124.0,3.97088496
Bridesmaids,R,32500000.0,288383523.0,2011-04-28,Comedy,125.0,6.8,253501.0,"Competition between the maid of honor and a bridesmaid, over who is the brides best friend, threatens to upend the life of an out-of-work pastry chef.",255883523.0,7.8733391692307695
Alvin and the Chipmunks: Chipwrecked,G,75000000.0,342695435.0,2011-12-14,Family,87.0,4.3,28949.0,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",267695435.0,3.569272466666667
The Hangover Part II,R,80000000.0,254455986.0,2011-05-25,Comedy,102.0,6.4,440120.0,"Two years after the bachelor party in Las Vegas, Phil, Stu, Alan, and Doug jet to Thailand for Stus wedding. Stus plan for a subdued pre-wedding brunch, however, goes seriously awry.",174455986.0,2.180699825
Rio,G,90000000.0,484635760.0,2011-04-03,Animation,96.0,6.9,194794.0,"When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.",394635760.0,4.384841777777778
Rise of the Planet of the Apes,PG-13,93000000.0,482860185.0,2011-08-03,Science Fiction,105.0,7.6,478465.0,A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.,389860185.0,4.192045
The Twilight Saga: Breaking Dawn - Part 1,PG-13,110000000.0,712171856.0,2011-03-15,Romance,117.0,4.9,211592.0,"The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.",602171856.0,5.4742896
The Smurfs,PG,110000000.0,563749323.0,2011-07-29,Animation,103.0,5.4,78902.0,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world into New York City.",453749323.0,4.124993845454545
Fast Five,PG-13,125000000.0,626137675.0,2011-04-20,Action,130.0,7.3,335531.0,Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.,501137675.0,4.0091014
Harry Potter and the Deathly Hallows: Part 2,PG-13,125000000.0,1342000000.0,2011-07-07,Fantasy,130.0,8.1,706836.0,"Harry, Ron, and Hermione search for Voldemorts remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",1217000000.0,9.736
Sherlock Holmes: A Game of Shadows,PG-13,125000000.0,334615000.0,2011-11-22,Mystery,129.0,7.5,399957.0,"Detective Sherlock Holmes is on the trail of criminal mastermind Professor Moriarty, who is carrying out a string of random crimes across Europe.",209615000.0,1.67692
Puss in Boots: The Three Diablos,PG,130000000.0,555000000.0,2011-12-08,Animation,130.0,7.8,727724.0,,425000000.0,3.269230769230769
Captain America: The First Avenger,PG-13,140000000.0,370569774.0,2011-07-22,Action,124.0,6.9,687208.0,"Steve Rogers, a rejected military soldier transforms into Captain America after taking a dose of a Super-Soldier serum. But being Captain America comes at a price as he attempts to take down a war monger and a terrorist organization.",230569774.0,1.646926957142857
Mission: Impossible - Ghost Protocol,PG-13,145000000.0,694713380.0,2011-12-07,Thriller,133.0,7.4,434810.0,"The IMF is shut down when its implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organizations name.",549713380.0,3.7911267586206896
Thor,PG-13,150000000.0,449326618.0,2011-04-21,Action,115.0,7.0,700777.0,"The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.",299326618.0,1.9955107866666666
Kung Fu Panda 2,PG,150000000.0,665692281.0,2011-05-25,Animation,91.0,7.2,234612.0,"Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past.",515692281.0,3.43794854
Transformers: Dark of the Moon,PG-13,195000000.0,1123746996.0,2011-06-28,Action,154.0,6.2,370672.0,"The Autobots learn of a Cybertronian spacecraft hidden on the moon, and race against the Decepticons to reach it and to learn its secrets.",928746996.0,4.762805107692308
Cars 2,G,200000000.0,559852396.0,2011-06-11,Animation,106.0,6.1,144174.0,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,359852396.0,1.79926198
Pirates of the Caribbean: On Stranger Tides,PG-13,380000000.0,1045713802.0,2011-05-14,Action,136.0,6.6,455211.0,"Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.",665713802.0,1.7518784263157894
Taken 2,PG-13,45000000.0,376141306.0,2012-09-27,Thriller,91.0,6.2,276940.0,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",331141306.0,7.358695688888889
Ted,R,50000000.0,549368315.0,2012-06-29,Comedy,106.0,6.9,545814.0,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",499368315.0,9.9873663
Les Miserables,PG-13,61000000.0,441800000.0,2012-12-05,Drama,158.0,7.5,527284.0,,380800000.0,6.242622950819672
Lincoln,PG-13,65000000.0,275293450.0,2012-11-09,History,149.0,7.3,232227.0,"As the American Civil War continues to rage, Americas president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves.",210293450.0,3.235283846153846
The Lorax,PG,70000000.0,348840316.0,2012-03-01,Animation,86.0,6.4,91777.0,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",278840316.0,3.9834330857142857
The Hunger Games,PG-13,75000000.0,691210692.0,2012-03-12,Adventure,142.0,7.2,805367.0,Katniss Everdeen voluntarily takes her younger sisters place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,616210692.0,8.21614256
Hotel Transylvania,PG,85000000.0,358375603.0,2012-09-20,Animation,91.0,7.1,208916.0,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the counts teenaged daughter.",273375603.0,3.2161835647058825
Ice Age: Continental Drift,PG,95000000.0,877244782.0,2012-06-26,Animation,88.0,6.6,179430.0,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",782244782.0,8.2341556
Django Unchained,R,100000000.0,425368238.0,2012-12-25,Western,165.0,8.4,1246157.0,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",325368238.0,3.25368238
The Twilight Saga: Breaking Dawn - Part 2,PG-13,120000000.0,829000000.0,2012-11-13,Romance,115.0,5.5,218357.0,"After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",709000000.0,5.908333333333333
Madagascar 3: Europe's Most Wanted,PG,145000000.0,746921274.0,2012-06-06,Animation,93.0,6.8,150894.0,"The Madagascar animals join a struggling European circus to get back to New York, but find themselves being pursued by a psychotic animal control officer.",601921274.0,4.1511812
Wreck-It Ralph,PG,165000000.0,471222889.0,2012-11-01,Animation,108.0,7.7,354202.0,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",306222889.0,1.855896296969697
Snow White and the Huntsman,PG-13,170000000.0,396600000.0,2012-05-30,Fantasy,127.0,6.1,262152.0,"In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.",226600000.0,1.3329411764705883
Brave,PG,185000000.0,538983207.0,2012-06-21,Animation,93.0,7.1,346490.0,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",353983207.0,1.9134227405405406
Skyfall,PG-13,200000000.0,1108561013.0,2012-10-25,Action,143.0,7.7,599462.0,"Bonds loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",908561013.0,4.542805065
The Amazing Spider-Man,PG-13,215000000.0,752215857.0,2012-06-27,Action,136.0,6.9,534526.0,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.",537215857.0,2.4986784046511628
The Avengers,PG-13,220000000.0,1519557910.0,2012-04-25,Action,143.0,8.0,1205002.0,Earths mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,1299557910.0,5.907081409090909
Men in Black 3,PG-13,225000000.0,624026776.0,2012-05-23,Action,106.0,6.8,317807.0,Agent J travels in time to M.I.B.s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.,399026776.0,1.7734523377777778
The Dark Knight Rises,PG-13,250000000.0,1084939099.0,2012-07-16,Action,165.0,8.4,1418253.0,"Eight years after the Jokers reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane.",834939099.0,3.339756396
The Hobbit: An Unexpected Journey,PG-13,250000000.0,1021103568.0,2012-11-26,Fantasy,169.0,7.8,727724.0,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.",771103568.0,3.084414272
The Conjuring,R,13000000.0,318000141.0,2013-07-18,Horror,112.0,7.5,410378.0,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.,305000141.0,23.46154930769231
Identity Thief,R,35000000.0,173965010.0,2013-02-07,Comedy,111.0,5.7,117864.0,Mild mannered businessman Sandy Patterson travels from Denver to Florida to confront the deceptively harmless looking woman who has been living it up after stealing Sandys identity.,138965010.0,3.970428857142857
We're The Millers,R,37000000.0,270000000.0,2013-08-03,Comedy,110.0,7.7,685903.0,,233000000.0,6.297297297297297
American Hustle,R,40000000.0,251171807.0,2013-12-12,Crime,138.0,7.2,424472.0,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia.",211171807.0,5.279295175
The Heat,R,43000000.0,158674180.0,2013-06-27,Comedy,117.0,6.6,155514.0,An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.,115674180.0,2.6900972093023254
Despicable Me 2,PG,76000000.0,970761885.0,2013-06-25,Animation,98.0,7.4,350582.0,"When Gru, the worlds most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Grus own, He has to fight back with new gadgetry, cars, and more minion madness.",894761885.0,11.773182697368421
The Great Gatsby,PG-13,105000000.0,351040419.0,2013-05-10,Drama,143.0,7.3,442728.0,"A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby.",246040419.0,2.3432420857142855
Gravity,PG-13,105000000.0,716392705.0,2013-09-27,Science Fiction,91.0,7.7,724258.0,Two astronauts work together to survive after an accident leaves them stranded in space.,611392705.0,5.822787666666667
The Hunger Games: Catching Fire,PG-13,130000000.0,847423452.0,2013-11-15,Adventure,146.0,7.5,583523.0,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,717423452.0,5.518641938461538
The Croods,PG,135000000.0,585178928.0,2013-03-20,Animation,98.0,7.2,180043.0,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.",450178928.0,3.3346587259259257
